Date,total,SoO,BerS,Hudson,Baffin,Green,Barents,Kara,Laptev,EastS,Chuck,BeaS,Canada,Central
05/09/2012,106.4256144,15,13.92307692,15.99107143,20.94142259,32.80045455,17.875,17.97222222,38.18181818,20.8,16.6625,32.1,35.22639069,122.9425142
06/09/2012,108.4139588,14.4,14.71428571,16.63529412,21.71226415,33.32833848,18.96428571,18.48484848,38.07213115,19.85714286,15.94791667,33.26765189,37.28151862,124.24291
07/09/2012,108.7749534,15,15.42857143,17.89090909,18.96575342,35.00795756,18.09375,18.59375,31.67088608,18.80645161,14.890625,31.43859649,36.11188811,125.6300609
08/09/2012,110.0473885,14,14,16.60606061,20.11678832,35.68663594,17.5,18.71428571,37.71875,14.97916667,14.35507246,30.63545151,37.11950147,126.7347967
09/09/2012,109.4513396,14,13.5,17.25,20.57194245,35.23857868,18.15625,19.41666667,40.49344978,14.47169811,15.08490566,30.64808362,38.17014695,125.5823988
10/09/2012,110.7876143,14.75,13.72727273,18.08,21.13653137,35.80391404,17.51351351,17.72972973,39.09638554,13.71428571,16.46511628,29.41435563,39.00725806,126.8850642
11/09/2012,112.022094,14.75,14.25,18.95348837,23.25373134,38.85314977,17.90625,18.5625,37.55524862,14.33333333,15.58333333,27.79172611,39.23019183,127.3402253
12/09/2012,112.7703726,15,14,18.57777778,22.92592593,39.22849916,17.76470588,17.91891892,36.35825545,12.90909091,15.09302326,28.55192034,36.95440495,128.3771415
13/09/2012,112.5169106,14.5,14,17.49180328,22.36842105,39.23200347,18.37931034,17.73170732,32.79428571,12.35714286,14.86666667,30.06259314,36.15629742,128.2485724
14/09/2012,111.1682929,14.7,13,17.1641791,22.05204461,37.61980033,16.93023256,18.30555556,32.02285714,12.75,15.21276596,30.28613569,35.45776173,127.6044956
15/09/2012,112.1065709,14.35,13.5,16.85507246,23.95633188,37.88888889,18.27272727,18.30555556,29.86197917,13.14285714,14.39189189,31.08464849,35.57804704,128.7644519
16/09/2012,110.3174728,14.625,13.41176471,17.1,21.89455782,37.56351648,18.14285714,17.37777778,24.24865832,12.82608696,14.04878049,30.04294479,35.37588152,127.9897409
17/09/2012,107.2216974,15.33333333,13.54545455,16.69620253,21.60625,36.54683435,15.88461538,19.35714286,21.91316147,12.3974359,13.82352941,33.35458167,36.86814815,124.1774977
18/09/2012,105.644237,14.2,14,17.43076923,22.71724138,35.64962866,15.92592593,16.46153846,21.52068127,13.21875,13.90909091,35.04897959,36.55481481,121.7542998
19/09/2012,106.6583574,14.5,14.25,16.94366197,22.85760518,35.97617978,15.92307692,16.1,22.7735369,13.12376238,14.0952381,34.17910448,34.947924,123.5228291
20/09/2012,106.676038,13.83333333,14.2,16.35869565,22.96449704,34.88907705,14.96666667,15.93548387,24.59553696,14.15384615,14,32.10032715,34.03195489,124.7707795
21/09/2012,109.1095465,13.48275862,14.25,17.80327869,24.20189274,36.51385834,14.38095238,16.12,25.32874618,14.55508475,14.08333333,33.05945946,36.72958133,126.6327203
22/09/2012,110.5415478,13.94444444,14.33333333,17.4375,22.1825,38.18986216,14.72727273,15.6875,26.91818182,15.11372549,14.41666667,34.31428571,35.78366013,128.3708973
23/09/2012,111.0465989,14.69230769,14,16.73076923,23.26415094,36.9372549,15.85714286,16.03225806,26.81835564,15.37164751,15.25,37.0195178,36.87740225,128.9667914
24/09/2012,111.7672191,15,13.375,16.22727273,23.29032258,36.44701754,15.74074074,16.36666667,24.70918367,16,15.14285714,41.76435935,38.41348974,129.6540089
25/09/2012,111.6294752,14.57142857,14,16.8375,23.72479564,38.83984648,16,15.85294118,23.08923513,17,13.5,39.00995733,39.34530612,129.1966089
26/09/2012,110.7276147,15,13.92307692,17.25714286,22.10046729,41.09278351,15.85714286,15.73684211,22.32958801,15.23863636,14.2,36.81781377,34.72144436,129.6211247
27/09/2012,109.8404367,16.2,14.54545455,16.41463415,22.39088729,42.35994764,15.6,16.06060606,23.48961039,15.22614108,14.13333333,32.42437432,34.63471698,129.3622724
28/09/2012,109.7643008,19.95,14.5,16.76623377,20.62962963,43.76515881,14.66666667,15.52941176,24.80264901,15.64259928,13.57142857,33.49838188,33.85060758,129.9599859
29/09/2012,109.3727479,14.5483871,14.28571429,16.28089888,22.28873239,44.85075567,14.54761905,16.31428571,24.21328671,14.8,13.72222222,32.9025788,33.52045944,130.7189274
30/09/2012,109.5510883,14.33333333,13.85714286,16.93333333,21.88988764,45.48604218,15.22222222,16.05405405,24.87092883,15.63195266,14.11111111,35.31520645,32.02225219,130.5520318
01/10/2012,110.9169689,13.38461538,14,17.17391304,21.74553571,46.71391918,14.82758621,16.33333333,23.44782609,16.89457831,14.8125,33.03644444,31.65344603,131.9794387
02/10/2012,111.9545843,14,13.6875,17.61666667,22.44208038,47.50849087,14.66666667,16.48484848,23.18913676,16.80555556,14.66666667,34.72320596,31.10774818,133.7501371
03/10/2012,112.7607751,14.53846154,13.78571429,16.05747126,22.37299771,51.29251701,14.69230769,16.76666667,23.4695071,16.20815451,15,36.30569431,31.46330275,135.3928719
04/10/2012,111.9106572,14.44444444,13.53333333,16.38636364,24.07142857,51.20819779,15.23809524,16.51515152,25.86642599,15.74480712,12.67741935,37.27682403,30.71089536,135.6332899
05/10/2012,110.8991187,15,13.43333333,16.81578947,23.24278846,52.83805282,15.5,15.82,25.98498749,15.60869565,14.55555556,35.59939759,28.88467015,136.3032745
06/10/2012,110.4582554,14.18181818,14.5,15.51666667,23.25055928,55.08273042,15.65217391,16.25531915,26.79051724,16.12795941,15,33.86151369,29.49363508,136.2457389
07/10/2012,109.8131332,13.94594595,14,16.3655914,23.00657895,57.62337662,15.33333333,16.25,26.60630558,16.20628684,12.44186047,35.71194379,31.0147519,136.0738222
08/10/2012,110.0261258,14.2,14.5,16.82795699,23.12553191,59.69799936,15.18518519,16.6969697,25.23896809,17.32352941,13.1372549,34.17528543,32.03849408,137.0487232
09/10/2012,108.7853526,14.4375,13,16.83529412,24.13742072,59.46211413,14.91428571,15.12903226,26.05802469,17.77409326,12.74418605,35.24679487,32.24127466,137.6284139
10/10/2012,105.6468758,14.26666667,14.41666667,16.57608696,24.97717842,60.58911648,15.36363636,15.47058824,25.62007874,17.260102,13.32334047,34.04507513,33.21035941,138.0182665
11/10/2012,102.2493233,14.42857143,13.83333333,17.35802469,25.38492872,62.23557692,14.72727273,15.8358209,26.6890672,16.59566998,13.63191153,33.88139764,32.0339133,137.7378101
12/10/2012,100.68102,14.71428571,14.5,16.60638298,23.89315526,62.6631016,15.71428571,16.36666667,27.18090186,17.31141141,14.35760518,33.64269663,32.58117714,135.1835731
13/10/2012,99.6115605,14.46153846,14.66666667,17.21333333,26.30919765,60.80937136,15.45454545,16.72727273,25.16799293,17.5859944,14.82199711,33.89919355,34.57594563,135.2393877
14/10/2012,95.37224082,13.91891892,14.4,16.68041237,25.94746377,59.58666292,15.41666667,16.70588235,25.48991696,17.25,14.52786221,34.59968292,34.66405813,134.3696053
15/10/2012,91.12043112,14.35483871,15,16.21848739,27.46007605,57.12634409,15.57142857,16.8,26.14906832,17.54904479,14.18671096,32.86108049,33.61258529,134.1534316
16/10/2012,88.52789239,14.11764706,14.88888889,17.27777778,26.94782609,56.81275826,15.47826087,16.26229508,27.02710194,18.35065855,14.20041429,34.83475046,32.55408187,134.1280435
17/10/2012,87.26641289,14.06896552,15.27272727,17.41666667,28.89836661,58.22036082,15.81818182,15.71428571,28.13296854,19.92927256,14.25472094,35.16376663,33.66340687,134.3393407
18/10/2012,86.19067702,13.40277778,14.69230769,17.69135802,30.06021898,59.45649334,15.12,16.04210526,28.64420746,21.39533736,14.64163687,35.26066646,33.0069869,135.5452444
19/10/2012,84.55243661,14.5,14.43478261,17.51948052,31.68333333,57.09778226,15.69565217,15.68487395,28.09719664,23.12714815,15.16826322,35.52708096,32.90646294,136.2131501
20/10/2012,82.89717157,13.625,15.44444444,16.93548387,32.29078014,55.90007384,15.72,15.02457002,27.26646855,25.75548282,16.03562232,36.89162562,33.57520404,135.9795644
21/10/2012,80.82939229,13.09677419,15.11764706,16.37606838,32.45826235,55.65460364,15.61904762,14.23529412,27.01444195,27.54081735,17.09752747,38.74035187,35.17849141,134.7524262
22/10/2012,79.56305876,14.14285714,15.4,16.60162602,31.97129187,55.213633,16.11111111,14.21956088,27.68293923,29.63941716,18.09423828,40.32545078,36.63358087,133.1228391
23/10/2012,78.22682632,14.44444444,15.5,16.43262411,29.43646409,54.84027438,15.57894737,14.01133603,28.9908143,32.15521106,17.87593161,40.44767971,37.38835122,130.8466669
