Date,Greenland,Canada,USA,eastern Canada,western Canada,northern Canada,Alaska,US NE,US MidWest,US Pacific,US Rockies
31/01/2006,0,0.037,0.948,0.037,0.08,0,0.006,2.079,1.649,0.029,0.708
01/02/2006,0,0.04,1.081,0.03,0.094,0,0.006,1.999,2.016,0.025,0.767
02/02/2006,0,0.042,1.175,0.031,0.097,0,0.007,1.847,2.291,0.054,0.817
03/02/2006,0,0.041,1.183,0.043,0.087,0,0.006,1.973,2.28,0.081,0.815
04/02/2006,0,0.042,1.221,0.052,0.082,0,0.005,2.252,2.157,0.106,0.987
05/02/2006,0,0.046,1.184,0.035,0.108,0,0.006,1.768,1.863,0.223,1.301
06/02/2006,0,0.041,1.06,0.019,0.105,0,0.006,1.579,1.72,0.279,1.1
07/02/2006,0,0.04,1.068,0.018,0.102,0,0.007,1.649,1.756,0.26,1.074
08/02/2006,0,0.042,0.984,0.016,0.11,0,0.001,1.25,1.528,0.286,1.157
09/02/2006,0,0.043,0.926,0.021,0.109,0,0.002,0.938,1.37,0.303,1.221
10/02/2006,0,0.052,1.09,0.056,0.109,0,-0.001,1.173,1.687,0.37,1.34
11/02/2006,0,0.058,0.655,0.067,0.117,0,-0.004,1.027,0.816,0.291,0.92
12/02/2006,0,0.069,0.309,0.005,0.199,0,-0.004,-1.064,0.194,0.213,1.058
13/02/2006,0,0.07,0.609,0.005,0.203,0,-0.001,-0.898,1.001,0.197,1.119
14/02/2006,0,0.031,0.966,0.003,0.088,0,-0.001,-0.684,2.055,0.2,1.085
15/02/2006,0,0.021,0.736,0.002,0.06,0,-0.006,-0.174,1.714,0.098,0.582
16/02/2006,0,0.001,0.206,0.013,-0.006,0,-0.006,1.194,0.461,0.145,-0.168
17/02/2006,0,0.001,0.19,0.016,-0.009,0,-0.002,2.384,0.115,0.125,-0.185
18/02/2006,0,0.007,0.144,0.036,-0.009,0,-0.002,2.377,0.072,0.208,-0.293
19/02/2006,0,0,-0.137,0.029,-0.022,0,0.002,1.285,-0.54,0.261,-0.25
20/02/2006,0,0.004,0.154,0.032,-0.013,0,0.003,2.082,0.161,0.461,-0.307
21/02/2006,0,0.009,0.325,0.034,0,0,0.005,2.516,0.601,0.358,-0.336
22/02/2006,0,0.018,0.626,0.041,0.021,0,0.005,3.209,1.371,0.278,-0.368
23/02/2006,0,0.006,0.768,0.028,-0.004,0,0.001,2.501,1.226,0.288,0.439
24/02/2006,0.001,-0.015,0.78,0.004,-0.045,0,0,1.364,1.531,0.352,0.461
25/02/2006,0.001,-0.012,0.925,0.027,-0.057,0,-0.004,1.478,1.764,0.402,0.645
26/02/2006,0.001,-0.001,0.975,0.032,-0.029,0,-0.012,1.204,1.928,0.502,0.7
27/02/2006,0.001,-0.006,1.099,0.01,-0.026,0,0,0.954,1.984,0.522,1.095
28/02/2006,0.001,-0.008,1.097,0.014,-0.035,0,0,0.291,2.036,0.602,1.21
01/03/2006,0.001,-0.007,1.459,0.026,-0.04,0,-0.006,1.093,2.532,0.408,1.648
02/03/2006,0.001,-0.004,1.469,0.038,-0.042,0,-0.014,1.184,2.66,0.496,1.516
03/03/2006,0.001,0,1.391,0.028,-0.023,0,-0.009,1.306,2.552,0.411,1.352
04/03/2006,0.001,-0.019,1.021,-0.023,-0.036,0,-0.056,0.727,2.245,-0.342,0.771
05/03/2006,0.001,-0.02,0.826,-0.019,-0.042,0,-0.058,0.597,2.154,-0.41,0.286
06/03/2006,0.001,-0.03,0.71,-0.032,-0.064,0,-0.059,0.706,1.901,-0.412,0.156
07/03/2006,0.001,-0.03,0.658,0.001,-0.089,0,-0.065,1.776,1.385,-0.428,0.246
08/03/2006,0.002,-0.024,0.784,-0.011,-0.061,0,-0.055,1.711,1.503,-0.303,0.524
09/03/2006,0.002,-0.014,0.432,0.023,-0.06,0,-0.07,2.444,1.442,-0.307,-0.733
10/03/2006,0.002,-0.057,0.287,0.014,-0.177,0,-0.065,3.048,1.142,-0.307,-1.048
11/03/2006,0.002,-0.05,-0.039,0.054,-0.189,0,-0.066,2.842,0.831,-1.017,-1.629
12/03/2006,0.002,-0.025,-0.346,0.21,-0.239,0,-0.048,2.676,0.811,-1.488,-2.507
13/03/2006,0.002,-0.021,-0.825,0.247,-0.256,0,-0.047,2.713,-0.572,-1.393,-2.596
14/03/2006,0.002,-0.061,-0.763,0.229,-0.359,0,-0.042,2.479,-0.682,-1.316,-2.228
15/03/2006,0.003,-0.11,-0.836,0.154,-0.444,0,-0.052,2.043,-0.675,-1.353,-2.338
16/03/2006,0.003,-0.15,-0.905,0.039,-0.471,0,-0.058,1.26,-1.329,-0.989,-1.686
17/03/2006,0.003,-0.118,-0.803,0.051,-0.386,0,-0.06,2.011,-1.327,-1.059,-1.556
18/03/2006,0.003,-0.101,-0.617,0.049,-0.333,0,-0.049,1.964,-0.866,-1.053,-1.446
19/03/2006,0.003,-0.166,-1.229,0.013,-0.498,0,-0.06,1.133,-1.752,-1.008,-2.238
20/03/2006,0.003,-0.158,-1.68,0.076,-0.524,0,-0.065,0.759,-2.656,-0.957,-2.623
21/03/2006,0.003,-0.159,-1.895,0.059,-0.514,0,-0.064,0.956,-3.227,-0.982,-2.757
22/03/2006,0.004,-0.225,-2.566,-0.021,-0.643,0,-0.059,-0.715,-4.802,-0.954,-2.782
23/03/2006,0.004,-0.144,-1.539,-0.058,-0.376,0,-0.041,1.296,-3.585,-0.619,-1.387
24/03/2006,0.004,-0.119,-0.866,-0.063,-0.299,0,-0.045,1.445,-2.404,-0.585,-0.525
25/03/2006,0.004,-0.042,-0.562,-0.02,-0.108,0,-0.086,2.091,-1.865,-0.618,-0.264
26/03/2006,0.004,-0.052,-0.402,0.004,-0.155,0,-0.094,2.187,-1.513,-0.483,-0.161
27/03/2006,0.004,-0.023,-0.35,0.128,-0.167,0,-0.079,1.717,-1.279,-0.513,-0.12
28/03/2006,0.004,0.025,0.229,0.141,-0.037,0,-0.086,1.524,0.261,-0.535,0.161
29/03/2006,0.004,-0.001,0.22,0.162,-0.129,0,-0.091,1.766,0.353,-0.61,-0.021
30/03/2006,0.004,-0.042,0.304,0.174,-0.261,0,-0.095,2.048,0.313,-0.644,0.221
31/03/2006,0.004,-0.13,0.263,0.058,-0.426,0,-0.101,1.843,0.358,-0.683,0.109
01/04/2006,0.004,-0.056,0.605,0.153,-0.286,0,-0.099,2.904,0.951,-0.656,0.277
02/04/2006,0.005,-0.045,0.608,0.072,-0.19,0,-0.114,2.341,0.995,-0.581,0.401
03/04/2006,0.005,-0.055,0.686,-0.13,-0.057,0,-0.132,1.78,1.267,-0.663,0.538
04/04/2006,0.005,0.038,0.729,-0.148,0.236,-0.005,-0.155,1.22,1.604,-0.675,0.491
05/04/2006,0.005,-0.021,0.392,-0.181,0.088,-0.006,-0.187,-0.391,1.353,-0.665,0.145
06/04/2006,0.005,0.041,0.384,-0.197,0.284,-0.007,-0.174,0.95,1.289,-0.819,-0.177
07/04/2006,0.006,0.059,0.337,-0.25,0.377,-0.004,-0.187,1.498,1.047,-0.819,-0.213
08/04/2006,0.006,0.357,0.605,0.043,1.018,-0.004,-0.203,2.655,1.31,-0.747,0.054
09/04/2006,0.006,0.382,0.644,0.181,0.989,-0.008,-0.168,1.771,1.412,-0.869,0.303
10/04/2006,0.006,0.562,0.524,0.045,1.619,-0.004,-0.174,1.616,1.474,-0.987,-0.088
11/04/2006,0.006,0.687,0.556,0.286,1.797,-0.005,-0.181,1.84,1.784,-1.023,-0.367
12/04/2006,0.006,0.676,0.595,0.11,1.92,-0.02,-0.189,1.605,1.74,-0.925,-0.135
13/04/2006,0.007,0.74,0.849,0.285,1.963,-0.013,-0.193,1.883,1.71,-0.715,0.614
14/04/2006,0.007,0.697,0.769,0.228,1.896,-0.027,-0.213,1.586,1.555,-0.636,0.61
15/04/2006,0.007,0.731,0.68,0.378,1.863,-0.014,-0.23,1.732,1.431,-0.713,0.439
16/04/2006,0.007,0.814,0.656,0.412,2.085,-0.017,-0.251,1.723,1.1,-0.674,0.726
17/04/2006,0.005,0.786,0.528,0.535,1.917,-0.028,-0.267,1.54,1.032,-0.763,0.462
18/04/2006,0.005,0.755,0.25,0.556,1.826,-0.042,-0.284,1.43,1.006,-0.777,-0.36
19/04/2006,0.005,0.63,-0.118,0.364,1.617,-0.047,-0.311,1.139,0.207,-0.808,-0.586
20/04/2006,0.005,0.743,-0.042,0.304,2.025,-0.074,-0.396,0.893,0.654,-0.845,-0.682
21/04/2006,-0.001,0.786,0.132,0.513,1.973,-0.061,-0.378,0.814,0.306,-0.638,0.233
22/04/2006,-0.001,1.092,0.168,1.137,2.374,-0.056,-0.512,0.615,0.566,-0.615,0.225
23/04/2006,0.002,1.034,0.052,1.05,2.315,-0.094,-0.637,0.539,0.558,-0.488,-0.037
24/04/2006,0.001,1.058,-0.116,1.056,2.394,-0.106,-0.841,0.721,0.437,-0.501,-0.342
25/04/2006,0.003,0.838,-0.679,0.138,2.461,-0.096,-0.835,0.687,-0.446,-0.475,-1.208
26/04/2006,-0.005,0.773,-0.273,0.013,2.429,-0.148,-0.98,0.524,0.184,-0.557,-0.41
27/04/2006,-0.005,0.655,-0.12,-0.108,2.201,-0.168,-1.029,0.466,0.43,-0.566,-0.127
28/04/2006,-0.005,0.604,-0.232,-0.195,2.048,-0.105,-1.215,0.466,0.361,-0.564,-0.272
29/04/2006,-0.005,0.99,-0.097,0.283,2.754,-0.063,-1.273,0.413,0.444,-0.429,0.115
30/04/2006,-0.005,1.01,-0.179,0.597,2.686,-0.167,-1.461,0.25,0.326,-0.68,0.193
01/05/2006,-0.009,0.84,-0.192,0.638,2.198,-0.205,-1.614,0.225,0.243,-0.676,0.363
02/05/2006,-0.009,0.663,-0.218,0.43,1.917,-0.271,-1.757,0.177,0.251,-0.445,0.368
03/05/2006,-0.009,0.981,-0.304,1.92,1.427,-0.052,-1.991,0.149,0.268,-0.373,0.248
04/05/2006,-0.003,0.974,-0.44,1.743,1.563,-0.069,-2.088,0.131,0.158,-0.385,0.011
05/05/2006,-0.006,0.888,-0.431,1.598,1.479,-0.115,-2.027,0.114,0.065,-0.13,0.067
06/05/2006,-0.006,0.839,-0.415,1.357,1.401,-0.009,-2.197,0.05,0.066,-0.146,0.267
07/05/2006,-0.012,0.792,-0.435,1.095,1.5,-0.035,-2.549,0.047,0.093,-0.152,0.443
08/05/2006,-0.021,0.715,-0.485,1.015,1.386,-0.076,-2.548,0.004,0.059,-0.158,0.329
09/05/2006,-0.025,0.678,-0.528,1.134,1.227,-0.113,-2.721,0,0.02,-0.13,0.363
10/05/2006,-0.025,0.532,-0.548,1.06,0.988,-0.227,-2.829,0.026,0.02,-0.125,0.371
11/05/2006,0.033,0.543,-0.272,1.019,0.91,-0.102,-2.001,0.011,0.153,-0.081,0.486
12/05/2006,0.022,0.412,-0.242,0.869,0.692,-0.146,-1.985,0.019,0.152,-0.087,0.57
13/05/2006,0.007,0.594,-0.239,1.546,0.811,-0.249,-1.871,0,0.045,-0.003,0.604
14/05/2006,0.004,0.488,-0.335,1.249,0.822,-0.325,-1.96,0,0.011,-0.005,0.399
15/05/2006,-0.012,0.59,-0.337,1.832,0.738,-0.393,-1.918,0,0.002,0.022,0.369
16/05/2006,-0.019,0.698,-0.422,1.943,0.749,-0.203,-2.219,0,0.002,0.019,0.324
17/05/2006,-0.027,0.694,-0.34,2.133,0.658,-0.264,-1.994,0,0.001,0.019,0.418
18/05/2006,0.018,0.767,-0.316,2.365,0.664,-0.241,-1.737,0,0.003,0.019,0.296
19/05/2006,0.06,0.72,-0.308,2.127,0.482,-0.04,-1.675,0,0.018,0.011,0.261
20/05/2006,0.062,0.624,-0.359,1.825,0.496,-0.091,-1.859,0,0.001,0.006,0.256
21/05/2006,0.056,0.472,-0.404,1.486,0.407,-0.169,-1.998,0,0.001,0.008,0.216
22/05/2006,0.049,0.406,-0.31,1.228,0.535,-0.27,-1.605,0,0.001,0.011,0.219
23/05/2006,0.027,0.346,-0.297,1.139,0.504,-0.337,-1.579,0.001,0.001,0.008,0.242
24/05/2006,0.028,0.66,-0.129,2.706,0.333,-0.461,-0.76,0,0.001,0.008,0.159
25/05/2006,0.007,0.476,-0.232,2.408,0.229,-0.637,-1.254,0,0.001,0.011,0.205
26/05/2006,0,0.315,-0.327,2.143,0.177,-0.82,-1.641,0,0,0.011,0.194
27/05/2006,0.002,0.196,-0.279,2.085,0.133,-1.047,-1.385,0,0,0.009,0.153
28/05/2006,0.113,0.406,-0.324,1.898,0.064,-0.322,-1.579,0,0,0.006,0.157
29/05/2006,0.13,0.333,-0.364,1.712,0.081,-0.395,-1.7,0,0,0.006,0.121
30/05/2006,0.137,0.344,-0.23,1.859,0.09,-0.475,-1.048,0,0,0.006,0.057
31/05/2006,0.127,0.195,-0.327,1.611,-0.055,-0.56,-1.426,0,0,0.003,0.03
01/06/2006,0.127,0.128,-0.364,1.41,-0.122,-0.534,-1.543,0,0,0.003,0.001
02/06/2006,0.117,0.031,-0.378,1.28,-0.182,-0.642,-1.514,0,0,0.003,-0.065
03/06/2006,0.115,-0.074,-0.477,0.997,-0.238,-0.666,-1.872,0,0,0,-0.112
04/06/2006,0.102,-0.134,-0.537,0.943,-0.208,-0.809,-2.127,0,0,0,-0.112
05/06/2006,0.075,-0.225,-0.436,0.747,-0.186,-0.927,-1.856,0,0,0,0.009
06/06/2006,0.044,-0.235,-0.471,0.763,-0.157,-0.988,-2.05,0,0,0,0.044
07/06/2006,-0.02,-0.141,-0.485,0.816,-0.007,-0.915,-2.098,0,0,0,0.034
08/06/2006,-0.057,-0.103,-0.513,0.671,0.089,-0.803,-2.197,0,0,0,0.018
09/06/2006,-0.1,-0.231,-0.47,0.51,0.016,-0.955,-1.987,0,0,0,-0.001
10/06/2006,-0.113,-0.318,-0.508,0.392,-0.008,-1.077,-2.123,0,0,0,-0.022
11/06/2006,-0.172,-0.445,-0.533,0.265,-0.03,-1.293,-2.23,0,0,0,-0.021
12/06/2006,-0.185,-0.337,-0.565,0.559,-0.057,-1.197,-2.352,0,0,0,-0.029
13/06/2006,-0.234,-0.482,-0.469,0.455,-0.097,-1.462,-1.981,0,0,0,-0.002
14/06/2006,-0.265,-0.29,-0.435,0.382,-0.155,-0.87,-1.882,0,0,0,0.031
15/06/2006,-0.266,-0.433,-0.463,0.222,-0.161,-1.121,-1.953,0,0,0,-0.006
16/06/2006,-0.342,-0.656,-0.488,0.089,-0.196,-1.568,-2.051,0,0,0,-0.01
17/06/2006,-0.4,-0.788,-0.513,0.061,-0.228,-1.86,-2.171,0,0,0,-0.002
18/06/2006,-0.458,-0.904,-0.517,0.091,-0.243,-2.163,-2.221,0,0,0,0.025
19/06/2006,-0.548,-0.981,-0.536,0.085,-0.249,-2.351,-2.275,0,0,0,0.005
20/06/2006,-0.547,-0.924,-0.556,0.047,-0.256,-2.173,-2.341,0,0,0,-0.01
21/06/2006,-0.566,-1.051,-0.542,-0.123,-0.256,-2.38,-2.259,0,0,0,-0.025
22/06/2006,-0.618,-1.04,-0.555,0.104,-0.315,-2.459,-2.283,0,0,0,-0.05
23/06/2006,-0.697,-1.053,-0.561,0.059,-0.344,-2.436,-2.295,0,0,0,-0.061
24/06/2006,-0.523,-0.607,-0.372,0.039,-0.275,-1.341,-1.552,0,0,0,-0.017
25/06/2006,-0.569,-0.656,-0.336,-0.017,-0.286,-1.417,-1.384,0,0,0,-0.03
26/06/2006,-0.592,-0.791,-0.356,-0.057,-0.321,-1.705,-1.447,0,0,0,-0.047
27/06/2006,-0.606,-0.752,-0.341,-0.085,-0.33,-1.578,-1.386,0,0,0,-0.044
28/06/2006,-0.635,-0.827,-0.298,-0.112,-0.333,-1.748,-1.243,0,0,0,-0.013
29/06/2006,-0.669,-1.029,-0.301,-0.12,-0.34,-2.256,-1.234,0,0,0,-0.031
30/06/2006,-0.742,-0.973,-0.316,0.067,-0.331,-2.248,-1.286,0,0,0,-0.039
01/07/2006,-0.72,-0.731,-0.225,-0.044,-0.319,-1.562,-0.893,0,0,0,-0.047
02/07/2006,-0.732,-0.725,-0.199,-0.053,-0.214,-1.633,-0.774,0,0,0,-0.052
03/07/2006,-0.734,-0.703,-0.208,-0.077,-0.217,-1.558,-0.804,0,0,0,-0.058
04/07/2006,-0.75,-0.794,-0.223,-0.09,-0.271,-1.734,-0.859,0,0,0,-0.063
05/07/2006,-0.798,-0.84,-0.227,-0.093,-0.284,-1.837,-0.863,0,0,0,-0.073
06/07/2006,-0.899,-0.884,-0.228,-0.095,-0.305,-1.932,-0.863,0,0,0,-0.078
07/07/2006,-0.99,-0.999,-0.233,-0.099,-0.334,-2.197,-0.885,0,0,0,-0.078
08/07/2006,-0.813,-0.927,-0.201,-0.015,-0.366,-2.042,-0.75,0,0,0,-0.076
09/07/2006,-0.807,-0.982,-0.197,-0.027,-0.385,-2.159,-0.74,0,0,0,-0.07
10/07/2006,-0.833,-0.932,-0.203,-0.051,-0.142,-2.226,-0.75,0,0,0,-0.081
11/07/2006,-0.84,-0.935,-0.204,-0.054,-0.15,-2.224,-0.755,0,0,0,-0.082
12/07/2006,-0.807,-0.937,-0.202,-0.051,-0.192,-2.196,-0.749,0,0,0,-0.082
13/07/2006,-0.825,-0.945,-0.207,-0.052,-0.2,-2.208,-0.769,0,0,0,-0.08
14/07/2006,-0.822,-0.959,-0.215,-0.052,-0.209,-2.237,-0.799,0,0,0,-0.084
15/07/2006,-0.823,-0.956,-0.213,-0.056,-0.209,-2.224,-0.788,0,0,0,-0.087
16/07/2006,-0.839,-0.969,-0.213,-0.063,-0.212,-2.251,-0.789,0,0,0,-0.086
17/07/2006,-0.869,-0.574,-0.181,-0.068,-0.141,-1.299,-0.778,0,0,0,0.009
18/07/2006,-0.857,-0.503,-0.156,-0.067,-0.145,-1.113,-0.671,0,0,0,0.007
19/07/2006,-0.859,-0.512,-0.162,-0.067,-0.16,-1.124,-0.696,0,0,0,0.006
20/07/2006,-0.747,-0.249,-0.103,-0.054,-0.112,-0.501,-0.444,0,0,0,0.005
21/07/2006,-0.764,-0.189,-0.07,-0.058,0.081,-0.515,-0.3,0,0,0,0.004
22/07/2006,-0.781,-0.193,-0.071,-0.055,0.076,-0.521,-0.307,0,0,0,0.003
23/07/2006,-0.786,-0.203,-0.07,-0.055,0.074,-0.546,-0.301,0,0,0,0.003
24/07/2006,-0.777,-0.201,-0.071,-0.055,0.067,-0.535,-0.304,0,0,0,0.003
25/07/2006,-0.775,-0.215,-0.072,-0.054,0.034,-0.541,-0.308,0,0,0,0.002
26/07/2006,-0.663,-0.193,-0.072,-0.056,0.029,-0.481,-0.307,0,0,0,0
27/07/2006,-0.667,-0.201,-0.071,-0.056,0.021,-0.493,-0.301,0,0,0,0
28/07/2006,-0.564,-0.159,-0.062,-0.058,0.023,-0.388,-0.262,0,0,0,0
29/07/2006,-0.725,-0.163,-0.063,-0.059,0.019,-0.393,-0.268,0,0,0,0
30/07/2006,-0.682,-0.081,-0.068,-0.059,0.016,-0.182,-0.288,0,0,0,-0.001
31/07/2006,-0.611,-0.07,-0.067,-0.059,0.012,-0.15,-0.282,0,0,0,-0.001
01/08/2006,-0.614,-0.066,-0.065,-0.058,0.018,-0.145,-0.272,0,0,0,-0.002
02/08/2006,-0.518,-0.064,-0.063,-0.058,0.018,-0.138,-0.264,0,0,0,-0.002
03/08/2006,-0.51,-0.074,-0.056,-0.058,0.009,-0.157,-0.237,0,0,0,-0.002
04/08/2006,-0.515,-0.078,-0.059,-0.057,0.001,-0.162,-0.246,0,0,0,-0.002
05/08/2006,-0.483,-0.083,-0.062,-0.057,-0.002,-0.172,-0.261,0,0,0,-0.001
06/08/2006,-0.49,-0.081,-0.062,-0.056,-0.005,-0.164,-0.26,0,0,0,-0.001
07/08/2006,-0.484,-0.071,-0.061,-0.056,-0.006,-0.137,-0.257,0,0,0,-0.001
08/08/2006,-0.466,-0.077,-0.06,-0.055,-0.011,-0.15,-0.254,0,0,0,-0.001
09/08/2006,-0.41,-0.079,-0.059,-0.054,-0.015,-0.152,-0.248,0,0,0,-0.001
10/08/2006,-0.334,-0.075,-0.064,-0.054,-0.018,-0.14,-0.27,0,0,0,-0.001
11/08/2006,-0.267,-0.076,-0.065,-0.053,-0.022,-0.139,-0.275,0,0,0,-0.001
12/08/2006,-0.231,-0.07,-0.067,-0.053,-0.022,-0.122,-0.283,0,0,0,-0.001
13/08/2006,-0.233,-0.05,-0.066,-0.052,-0.021,-0.072,-0.277,0,0,0,-0.001
14/08/2006,-0.233,-0.053,-0.065,-0.052,-0.026,-0.078,-0.273,0,0,0,-0.002
15/08/2006,-0.219,-0.057,-0.065,-0.051,-0.026,-0.088,-0.275,0,0,0,-0.002
16/08/2006,-0.193,-0.06,-0.064,-0.048,-0.029,-0.096,-0.267,0,0,0,-0.002
17/08/2006,-0.138,-0.044,-0.029,0,-0.03,-0.086,-0.122,0,0,0,-0.001
18/08/2006,-0.136,-0.042,-0.029,0,-0.031,-0.081,-0.12,0,0,0,-0.001
19/08/2006,-0.123,-0.032,-0.029,0,-0.032,-0.054,-0.122,0,0,0,-0.001
20/08/2006,-0.109,-0.002,-0.014,0,0.03,-0.032,-0.062,0,0,0,0.001
21/08/2006,-0.09,0.008,-0.005,0,0.029,-0.006,-0.023,0,0,0,0.001
22/08/2006,-0.089,0.011,-0.006,0,0.028,0.004,-0.028,0,0,0,0.001
23/08/2006,-0.101,0.01,-0.008,0,0.035,-0.004,-0.038,0,0,0,0.002
24/08/2006,-0.122,0.04,-0.015,0,0.026,0.081,-0.065,0,0,0,0.002
25/08/2006,-0.163,0.036,-0.017,0,0.026,0.069,-0.074,0,0,0,0.002
26/08/2006,-0.149,0.037,-0.021,0,0.024,0.073,-0.091,0,0,0,0.002
27/08/2006,-0.367,0.043,-0.024,0.002,0.025,0.086,-0.105,0,0,0,0.002
28/08/2006,-0.355,0.03,-0.015,0.001,0.022,0.057,-0.067,0,0,0,0.002
29/08/2006,-0.324,0.031,-0.012,0.001,0.021,0.06,-0.051,0,0,0,0.001
30/08/2006,-0.3,0.036,0.01,0.001,0.022,0.071,0.039,0,0,0,0.001
31/08/2006,-0.275,0.026,0.013,0,0.02,0.048,0.052,0,0,0,0.001
01/09/2006,-0.255,0.039,0.019,0,-0.002,0.101,0.08,0,0,0,0.002
02/09/2006,-0.213,0.034,0.02,0,0.004,0.084,0.084,0,0,0,0.001
03/09/2006,-0.161,0.049,0.024,0,0.016,0.11,0.092,0,0,0,0.007
04/09/2006,-0.059,0.065,0.029,0,0.025,0.144,0.114,0,0,0,0.006
05/09/2006,-0.03,0.052,0.021,0.01,0.026,0.105,0.081,0,0,0,0.005
06/09/2006,-0.025,0.036,0.019,0.001,0.033,0.062,0.073,0,0,0,0.004
07/09/2006,-0.013,0.061,0.018,0.001,0.032,0.127,0.071,0,0,0,0.005
08/09/2006,-0.009,0.083,0.022,0.001,0.071,0.149,0.084,0,0,0,0.006
09/09/2006,-0.032,0.078,0.023,0.007,0.074,0.13,0.096,0,0,0,0.002
10/09/2006,-0.032,0.102,0.038,0.002,0.099,0.173,0.144,0,0,0,0.013
11/09/2006,-0.05,0.133,0.073,0.002,0.086,0.265,0.147,0,0.011,0,0.11
12/09/2006,-0.036,0.169,0.045,0.013,0.061,0.371,0.134,0,0.005,0,0.037
13/09/2006,-0.08,0.029,0.025,0.017,0.056,0.013,0.098,0,0,0,0.007
14/09/2006,-0.049,0.042,0.021,0.011,0.007,0.093,0.083,0,0,0,0.004
15/09/2006,-0.019,0.002,0.035,0.021,-0.013,0.003,0.132,0,0,0,0.012
16/09/2006,-0.025,0.022,0.034,0.042,-0.114,0.127,0.122,0,0,0,0.015
17/09/2006,-0.005,0.105,0.03,0.131,-0.114,0.277,0.118,0,0,0,0.008
18/09/2006,-0.005,0.144,0.028,0.157,-0.142,0.384,0.118,0,0,0,0
19/09/2006,0.002,0.25,0.031,0.181,-0.048,0.557,0.15,0,-0.004,0,-0.011
20/09/2006,0.022,0.253,0.047,0.164,-0.04,0.57,0.214,0,-0.004,0,-0.007
21/09/2006,0.023,0.218,0.057,0.15,-0.035,0.484,0.259,0,0,0,-0.013
22/09/2006,0.019,0.24,0.013,0.179,-0.034,0.52,0.277,0,0,0,-0.169
23/09/2006,0.025,0.248,-0.002,0.133,-0.019,0.559,0.327,0,0,0,-0.256
24/09/2006,0.035,0.28,-0.017,0.123,-0.006,0.637,0.34,0,0,0,-0.311
25/09/2006,0.051,0.273,0.006,0.092,-0.006,0.64,0.257,0,0,0,-0.177
26/09/2006,0.058,0.298,0.066,0.067,0.014,0.704,0.39,0,0,0,-0.082
27/09/2006,0.048,0.304,0.085,0.055,0.023,0.72,0.395,0,0,0,-0.026
28/09/2006,0.048,0.323,0.113,0.112,0.049,0.707,0.419,0,0,0,0.045
29/09/2006,0.056,0.369,0.127,0.14,0.047,0.808,0.508,0,0,0,0.023
30/09/2006,0.058,0.361,0.108,0.144,0.01,0.817,0.416,0,0,0,0.03
01/10/2006,0.056,0.403,0.089,0.178,0.028,0.884,0.332,0,0,0,0.033
02/10/2006,0.061,0.404,0.086,0.175,0.072,0.851,0.308,0,0.001,0,0.043
03/10/2006,0.065,0.37,0.096,0.115,0.155,0.733,0.321,0,0.023,0,0.039
04/10/2006,0.072,0.371,0.187,0.085,0.161,0.751,0.341,0,0.111,0,0.224
05/10/2006,0.07,0.26,0.192,0.074,0.232,0.412,0.195,0,0.136,0.003,0.325
06/10/2006,0.072,0.25,0.177,0.165,0.296,0.269,0.127,0,0.137,0.005,0.325
07/10/2006,0.068,0.287,0.176,0.147,0.359,0.321,0.137,0,0.102,0.003,0.351
08/10/2006,0.067,0.29,0.142,0.141,0.354,0.337,0.139,0,0.059,0,0.289
09/10/2006,0.069,0.162,0.14,-0.009,0.291,0.167,0.145,0,0.031,0,0.307
10/10/2006,0.071,0.087,0.098,-0.162,0.377,0.005,0.155,0,0.317,0.005,-0.141
11/10/2006,0.054,0.016,-0.04,-0.121,0.066,0.066,0.217,0,-0.153,0,-0.13
12/10/2006,0.055,-0.242,0.119,-0.362,-0.507,0.072,0.206,0,0.071,0,0.15
13/10/2006,-0.019,-0.174,0.116,-0.205,-0.458,0.096,0.022,-0.078,-0.052,0,0.432
14/10/2006,0.002,-0.09,0.132,-0.19,-0.269,0.135,0.119,-0.082,-0.061,0,0.42
15/10/2006,0.001,-0.043,0.111,-0.103,-0.213,0.145,0.119,-0.013,-0.024,0,0.295
16/10/2006,0.002,-0.236,0.112,-0.047,-0.573,-0.073,0.147,0.079,-0.005,0,0.231
17/10/2006,0.002,-0.387,-0.265,-0.057,-0.926,-0.145,0.174,0.083,-0.256,0,-0.733
18/10/2006,0.051,-0.406,-0.505,-0.037,-1.041,-0.106,0.179,0.068,-0.546,0,-1.193
19/10/2006,0.047,-0.381,-0.212,0.034,-1.095,-0.043,0.257,0.071,-0.149,0,-0.736
20/10/2006,0.041,-0.22,-0.169,0.124,-0.736,-0.007,0.265,0.014,-0.095,0,-0.647
21/10/2006,0.038,-0.219,-0.165,0.099,-0.71,-0.01,0.246,0.013,-0.131,0.006,-0.58
22/10/2006,0.037,-0.118,-0.121,0.281,-0.564,-0.003,0.227,0.026,-0.109,0.006,-0.454
23/10/2006,0.035,-0.091,-0.137,0.268,-0.573,0.083,0.203,-0.026,-0.174,0,-0.4
24/10/2006,0.033,-0.088,-0.047,0.239,-0.553,0.092,0.185,0.035,-0.089,0.019,-0.21
25/10/2006,0.03,-0.02,-0.05,0.001,-0.036,-0.02,0.007,-0.008,0.025,0.02,-0.193
26/10/2006,0.029,0.055,-0.177,0.094,0.098,-0.009,0.012,-0.035,0.134,0.011,-0.71
27/10/2006,0.027,0.153,-0.141,0.086,0.383,-0.001,-0.103,0.021,0.162,0.009,-0.552
